DocumentID	DocumentTitleEn	DocumentTitleAr
D2246	Mincemeat	none
D2247	Diana, Princess of Wales	ديانا أميرة ويلز
D2248	The Shawshank Redemption	الخلاص من شاوشانك
D2249	Suicide (character)	none
D2250	Argentina	الأرجنتين
D2251	Hickory, North Carolina	هيكري
D2252	Polyethylene terephthalate	بولي إيثيلين تيرفثالات
D2253	GE Building	none
D2254	List of United States Senators from Louisiana	none
D2255	Black pudding	بودينغ أسود
D2256	Stakeholder	none
D2257	Jack Smight	none
D2258	Dmitri Mendeleev	ديميتري مندلييف
D2259	Modesto, California	موديستو (كاليفورنيا)
D2260	Gender symbol	none
D2261	Leasehold estate	none
D2262	Olivia (TV series)	none
D2263	History of coffee	none
D2264	Panama Canal	قناة بنما
D2265	Benjamin Franklin	بنجامين فرانكلين
D2266	Block code	none
D2267	Tennessee Titans	تينيسي تايتانز
D2268	Global studies	none
D2269	Heart-Shaped Box	هارت شيبد بوكس
D2270	Orbital speed	سرعة مدارية
D2271	Ron Weasley	رون ويزلي
D2272	Puerto Rico	بورتوريكو
D2273	Brown Palace Hotel (Denver, Colorado)	none
D2274	Hannibal (film)	هانيبال (فيلم)
D2275	Mary Anderson (inventor)	none
D2276	I Confess (film)	none
D2277	Nautical mile	ميل بحري
D2278	2006 NBA Finals	none
D2279	Shippensburg, Pennsylvania	none
D2280	Black hairy tongue	لسان أسود مشعر
D2281	IEEE 1394	السلك الناري
D2282	Stent	دعامة (طب)
D2283	Gigabit Ethernet	none
D2284	The Fighter	المقاتل (فيلم)
D2285	Postage stamp	طابع بريد
D2286	University of Alabama at Birmingham	none
D2287	Tibia	قصبة الساق
D2288	Tofu	توفو
D2289	Bubbles (chimpanzee)	none
D2290	Muse (band)	ميوز
D2291	Bloemfontein	بلومفونتين
D2292	Classic car	سيارة قديمة
D2293	Meaning of life	معنى الحياة الفلسفي
D2294	Mao Zedong	ماو تسي تونغ
D2295	Prostate	بروستاتا
D2296	The Princess and the Pea	الأميرة وحبة البازلاء
D2297	German American	none
D2298	Merle Haggard	ميرل هاغارد
D2299	Laser	ليزر
D2300	Southwest airlines	none
D2301	Rolling Rock	none
D2302	Pope Benedict XVI	بندكت السادس عشر
D2303	Stereoscopy	تصوير ثلاثي الأبعاد
D2304	Jetboat	none
D2305	Uveitis	التهاب العنبية
D2306	Sermon on the Mount	العظة على الجبل
D2307	Eric Murphy	none
D2308	The Shining (film)	البريق (فيلم)
D2309	Patio (soda)	none
D2310	Windows Live Mail	بريد ويندوز لايف
D2311	Matt Freeman (Power of Five)	none
D2312	Article Five of the United States Constitution	none
D2313	Infrastructure	بنية تحتية
D2314	Human genetic variation	none
D2315	Tea Party movement	حركة الشاي
D2316	Currencies of Puerto Rico	none
D2317	Skiing	تزحلق على الثلج
D2318	Human serum albumin	ألبيومين المصل البشري
D2319	Pepsi	بيبسي
D2320	Book of Ezekiel	سفر حزقيال
D2321	National Birth Control League	none
D2322	Cancer	سرطان
D2323	4G	جيل رابع (اتصالات لاسلكية)
D2324	John Maynard Keynes	جون مينارد كينز
D2325	Ten Commandments	وصايا عشر
D2326	The Smiths discography	none
D2327	Gone with the Wind	none
D2328	Endodontics	طب لب الأسنان
D2329	Super Bowl	سوبر بول
D2330	Serial attached SCSI	none
D2331	Natural-born-citizen clause	none
D2332	Kurt Warner	none
D2333	Kay Hagan	none
D2334	Heisman Trophy	none
D2335	United Nations Command	none
D2336	Lincoln Heights (TV series)	none
D2337	Stan (song)	ستان (أغنية)
D2338	Christian denomination	طوائف مسيحية
D2339	Ecuador	الإكوادور
D2340	Sadomasochism	السادية والمازوخية
D2341	Appellate court	محكمة الاستئناف
D2342	Giant Panda	none
D2343	The Kite Runner (film)	عداء الطائرة الورقية (فيلم)
D2344	Loxahatchee, Florida	none
D2345	Canadian Citizenship Test	إمتحان المواطنية الكندي
D2346	Chow mein	شاو مين
D2347	Renaissance Cruises	none
D2348	Epithelium	نسيج طلائي
D2349	List of Tsubasa: Reservoir Chronicle episodes	none
D2350	Kent Hovind	none
D2351	Oath of Allegiance (United States)	none
D2352	Bindi (decoration)	بيندي (زينة)
D2353	New York gubernatorial election, 2010	none
D2354	Dominican Republic	جمهورية الدومينيكان
D2355	List of Dragon Ball characters	قائمة شخصيات دراغون بول
D2356	Comanche	كومانشي (قبيلة)
D2357	Ethan Frome	إيثان فروم (رواية)
D2358	Times Square Studios	none
D2359	Bar (music)	ميزان (موسيقى)
D2360	I²C	none
D2361	Primary care	none
D2362	Desmanthus illinoensis	none
D2363	Ocean Avenue (song)	none
D2364	Psychiatrist	طبيب نفسي
D2365	Reproductive health	صحة إنجابية
D2366	List of The Suite Life on Deck episodes	none
D2367	Intel Core 2	إنتل كور 2
D2368	Fiona	none
D2369	Languages of the United States	لغات الولايات المتحدة
D2370	Quarter panel	none
D2371	Shropshire	شروبشاير
D2372	Tour de France	طواف فرنسا
D2373	The A-Team	none
D2374	Social Norms Approach	none
D2375	Associate degree	none
D2376	Diana Prince	none
D2377	Religion in Thailand	الدين في تايلاند
D2378	Value added tax	none
D2379	High-Sticking	none
D2380	Memory card reader	none
D2381	Bullying	تنمر
D2382	Moby-Dick	موبي ديك
D2383	AMBER Alert	none
D2384	Packet switching	تبديل الرزم
D2385	Sara Shepard	سارة شيبارد
D2386	House of Night	none
D2387	Anarchist symbolism	رمزية لاسلطوية
D2388	Yamaha Motif	none
D2389	Greater palatine canal	none
D2390	Climate of Antarctica	مناخ القارة القطبية الجنوبية
D2391	List of Pittsburgh Steelers head coaches	none
D2392	Fraud	غش
D2393	Oregon Institute of Technology	none
D2394	Education in Peru	none
D2395	Passover	عيد الفصح اليهودي
D2396	Anti-communism	معاداة الشيوعية
D2397	Gil Heron	none
D2398	Soybean	فول الصويا
D2399	Texas Annexation	none
D2400	Harrison Ford	هاريسون فورد
D2401	LinkedIn	لينكد إن
D2402	ChapStick	none
D2403	Amygdala	لوزة دماغية
D2404	George Berkeley	جورج بيركلي
D2405	Qingdao	تشينغداو
D2406	Altair	النسر الطائر (نجم)
D2407	Anti-Federalism	none
D2408	Mimivirus	فيروس محاكي
D2409	Crohn's disease	داء كرون
D2410	List of tallest structures in the world by country	none
D2411	Rough and Ready, California	none
D2412	Minimum wage in the United States	none
D2413	Sister Act (musical)	none
D2414	Rashard Lewis	راشارد لويس
D2415	Grocery store	بقالة
D2416	DirectX	دايركت إكس
D2417	Quetzaltenango	none
D2418	First video game	none
D2419	Doxycycline	دوكسيسايكلين
D2420	List of best-selling video game franchises	قائمة أكثر سلاسل ألعاب الفيديو مبيعا
D2421	Sodium hypochlorite	هيبوكلوريت الصوديوم
D2422	Ann Richards	آن ريتشاردز
D2423	Data Execution Prevention	none
D2424	Futanari	فوتاناري
D2425	CAPTCHA	حروف تحقق
D2426	Jacques Cousteau	جاك إيف كوستو
D2427	KFC	دجاج كنتاكي
D2428	Cnidaria	لاسعات
D2429	Aztec	آزتك
D2430	Anderson Cooper	أندرسون كوبر
D2431	Red Bull	ريد بل
D2432	Ulluco	none
D2433	Tariffs in United States history	none
D2434	Frederick Douglass	فريدريك دوغلاس
D2435	Tommy Lasorda	none
D2436	Frank Pallone	none
D2437	Trin-i-tee 5:7	none
D2438	Earned Income Tax Credit	none
D2439	EtOH	none
D2440	Income in India	none
D2441	Lemony Snicket	none
D2442	List of Super Bowl halftime shows	none
D2443	Just a Dream (Carrie Underwood song)	none
D2444	International Men's Day	اليوم العالمي للرجل
D2445	Valley Village, Los Angeles	فالي فيليج (لوس أنجلوس)
D2446	Tuskegee syphilis experiment	تجربة توسكيجي للزهري
D2447	Wall stud	none
D2448	Going Under	none
D2449	Developmental psychology	علم النفس التنموي
D2450	Joey Stivic	none
D2451	2011 Rose Bowl	none
D2452	United States Declaration of Independence	إعلان الاستقلال الأمريكي
D2453	Chitty Chitty Bang Bang	none
D2454	Arid	قحولة
D2455	Cancer (astrology)	برج السرطان
D2456	Contemporary classical music	none
D2457	Sherwood, Oregon	شيروود (أوريغون)
D2458	Bane (comics)	بين (شخصية مصورة)
D2459	Patriot Act	قانون باتريوت آكت
D2460	Vanilla	فانيليا
D2461	Tacoma Narrows Bridge	جسر تكوما ناروس
D2462	Snohomish, Washington	سنوهوميش
D2463	Dave Matthews Band	none
D2464	Flax	كتان
D2465	Transcendental Wild Oats	none
D2466	Mount of the Holy Cross	none
D2467	GSM	النظام العالمي للإتصالات المتنقلة
D2468	Lend-Lease	قانون الإعارة والاستئجار
D2469	Jerusalem artichoke	دوار الشمس الدرني
D2470	Castillo San Felipe del Morro	none
D2471	Here Without You	none
D2472	Stonehenge	ستونهنج
D2473	NCAA Women's Division I Basketball Championship	none
D2474	Rosetta Stone	حجر رشيد
D2475	Poison dart frog	الضفدع السام
D2476	Cajeta	none
D2477	Prince William, Duke of Cambridge	ويليام دوق كامبريدج
D2478	Languages of Mali	none
D2479	Rogers Communications	none
D2480	Internet	إنترنت
D2481	Rim (wheel)	طوق
D2482	2006 Winter Olympics	الألعاب الأولمبية الشتوية 2006
D2483	Help! (song)	none
D2484	Siegfried Bing	صموئيل بينغ
D2485	Tears	دموع
D2486	Dimethyltryptamine	none
D2487	List of countries by life expectancy	قائمة الدول حسب متوسط العمر المتوقع
D2488	Kennewick, Washington	كينويك (واشنطن)
D2489	Prothrombin time	زمن البروثرومبين
D2490	I'm in the Mood for Love	none
D2491	Cross-cultural psychology	علم النفس عبر الثقافة
D2492	H.264/MPEG-4 AVC	أتش 264
D2493	Non-binding arbitration	none
D2494	Augustine Volcano	none
D2495	The Autocrat of the Breakfast-Table	none
D2496	List of islands of Belize	none
D2497	Mr. Big (Sex and the City)	none
D2498	Northern Canada	none
D2499	Drive Letter Access	none
D2500	Triple H	تربل إتش
D2501	Rex Humbard	none
D2502	Limitless	none
D2503	Walk the Line	السير على الخط (فيلم)
D2504	Maurice White	موريس وايت
D2505	Map	خريطة
D2506	Nelson Mandela Metropolitan University	none
D2507	Enema of the State	none
D2508	CoverGirl	none
D2509	On the Origin of Species	أصل الأنواع
D2510	Casey Stengel	none
D2511	June	يونيو
D2512	Constitution	دستور
D2513	Kentucky Wildcats men's basketball	none
D2514	Engineering management	none
D2515	Deductible	none
D2516	Invoice	فاتورة
D2517	Kimberly Hart	none
D2518	Right main bronchus	قصبة رئيسية يمنى
D2519	Squash (sport)	إسكواتش
D2520	Residual oil	none
D2521	Great Chicago Fire	حريق شيكاغو العظيم
D2522	Oprah Winfrey	أوبرا وينفري
D2523	La Reina del Sur (telenovela)	none
D2524	Madden NFL	مادن إن إف إل (سلسلة)
D2525	United States dollar	دولار أمريكي
D2526	Pepsi Max	none
D2527	Cindy Sheehan	سيندي شيهان
D2528	Wyclef Jean	وايكلف جين
D2529	Set-off (law)	none
D2530	La Niña	none
D2531	Jennifer Aniston	جينيفر أنيستون
D2532	White tiger	ببر أبيض
D2533	Jägerbomb	none
D2534	Caffeine	كافيين
D2535	Bellevue Baptist Church	none
D2536	Longboard (skateboard)	none
D2537	List of religious populations	قائمة التعداد الديني
D2538	List of 90210 characters	none
D2539	California Coast Ranges	none
D2540	Automobile	none
D2541	Culinary art	فن الطبخ
D2542	Fire alarm control panel	none
D2543	First music videos aired on MTV	none
D2544	Fred Meyer	none
D2545	Bandaranaike International Airport	none
D2546	Black Swan (film)	بلاك سوان
D2547	Al Jazeera	قناة الجزيرة
D2548	Calorimeter	مسعر
D2549	Apache Flex	أدوبي فليكس
D2550	Arthralgia	ألم مفصلي
D2551	Child support	none
D2552	Rwandan Defence Forces	none
D2553	Flip-flops	زنوبة
D2554	General average	عوار (قانون بحري)
D2555	Vaccination schedule	none
D2556	Frederick (given name)	none
D2557	Trinidad and Tobago Carnival	none
D2558	U.S. state	ولاية أمريكية
D2559	Chicago mayoral election, 2011	none
D2560	Pumped Up Kicks	none
D2561	State Fair of West Virginia	none
D2562	Vince Lombardi Trophy	none
D2563	Greenwich Village	none
D2564	The People's Court	none
D2565	Utah	يوتا
D2566	Coldwater, Mississippi	كولدووتر (مسيسيبي)
D2567	Hard palate	حنك صلب
D2568	Driving under the influence	القيادة تحت تأثير الكحول
D2569	Law enforcement in the United States	none
D2570	Chayanne	none
D2571	World War Hulk	none
D2572	John Wayne	جون وين
D2573	Galileo galilei	none
D2574	Lipoic acid	حمض الليبويك
D2575	OLED	صمام ثنائي عضوي باعث للضوء
D2576	Eggnog	none
D2577	David Gray (musician)	none
D2578	Library of Congress	مكتبة الكونغرس
D2579	Pasty	none
D2580	Sympathetic nervous system	جهاز عصبي ودي
D2581	Gravy	none
D2582	List of critics of the New Deal	none
D2583	Abstract (summary)	موجز (ملخص)
D2584	Larry the Cable Guy	none
D2585	Jennifer Love Hewitt	جينيفر لوف هيويت
D2586	Terah	تارح
D2587	Bourbon whiskey	none
D2588	Mona Lisa	موناليزا
D2589	Robert Palmer (singer)	none
D2590	Computed tomography angiography	تصوير الأوعية الطبقي المبرمج
D2591	Bastille Day	يوم الباستيل
D2592	Ford Model T	فورد موديل تي
D2593	NCAA Men's Division I Basketball Championship	none
D2594	Synthetic oil	none
D2595	Jackass (TV series)	none
D2596	Roseanne Barr	روزان بار
D2597	Baptism of Jesus	معمودية يسوع
D2598	Full Metal Jacket	فل ميتال جاكيت (فيلم)
D2599	TMZ (website)	none
D2600	Scream 3	صرخة 3
D2601	Impingement syndrome	متلازمة الانحشار
D2602	Celebration, Florida	none
D2603	La Palma	none
D2604	Spanish conquest of the Aztec Empire	الغزو الإسباني لإمبراطورية الآزتك
D2605	JLA (comic book)	none
D2606	Colonial history of the United States	none
D2607	Gloria Vanderbilt	جلوريا فاندربلت
D2608	Greece	اليونان
D2609	Prime Meridian	none
D2610	Hillary Rodham Clinton	none
D2611	Auburn Tigers football	none
D2612	Impact event	اصطدام (علم الفلك)
D2613	Minka Kelly	مينكا كيلي
D2614	R.O.B.	none
D2615	The Bells	none
D2616	Walking Liberty Half Dollar	none
D2617	Toyota 4Runner	تويوتا فور رنر
D2618	History of medicine	تاريخ الطب
D2619	Potassium	بوتاسيوم
D2620	Singapore dollar	دولار سنغافوري
D2621	Daniel Daly	none
D2622	Ted Williams (voice-over artist)	تيد ويليامز
D2623	James Samuel Coleman	none
D2624	Superhero	بطل خارق
D2625	List of One Life to Live characters	none
D2626	The School of Athens	مدرسة أثينا (لوحة)
D2627	Information technology management	إدارة نظم المعلومات
D2628	New Mexico State Penitentiary riot	none
D2629	Northern Cardinal	none
D2630	Topsoil	تربة سطحية
D2631	Kevin Bacon	كيفين بيكن
D2632	Floating point	العمليات الحسابية على أعداد الفاصلة العائمة
D2633	Agatha Christie	أجاثا كريستي
D2634	Sechs kleine Klavierstücke	none
D2635	Kenworth	كينوورث
D2636	List of Stanley Cup champions	none
D2637	McAfee	إنتل سكيوريتي
D2638	Democracy	ديمقراطية
D2639	Nobel Prize	جائزة نوبل
D2640	Transformers: Dark of the Moon	المتحولون: الجانب المظلم للقمر
D2641	Rita of Cascia	القديسة ريتا
D2642	North america	none
D2643	J. Cole	none
D2644	Ratchet & Clank	راتشت أند كلانك (سلسلة)
D2645	roller coaster	none
D2646	Will and testament	وصية
D2647	Thomas More	توماس مور
D2648	Captain Nemo	قبطان نيمو
D2649	List of best Major League Baseball season won-loss records	none
D2650	Modem	مودم
D2651	Economy of Greenland	اقتصاد جرينلاند
D2652	Hydrogen	هيدروجين
D2653	University of Western Australia	جامعة ويسترن أستراليا
D2654	Bowers v. Hardwick	none
D2655	Unstoppable (2010 film)	غير قابل للإيقاف (فيلم 2010)
D2656	Bracketing	none
D2657	Insulated glazing	تزجيج عازل
D2658	Selenium	سيلينيوم
D2659	Prince of Monaco	none
D2660	Colon (anatomy)	قولون
D2661	Defragmentation	none
D2662	Service-level agreement	اتفاق مستوى الخدمة
D2663	Union Station (Shannon Mall)	none
D2664	Contiguous United States	الولايات الأمريكية المتجاورة
D2665	Why (Rascal Flatts song)	none
D2666	Utilization management	none
D2667	The Outsiders (novel)	none
D2668	Supply chain	سلسلة توريد
D2669	Purple haze	none
D2670	Skin	جلد
D2671	Martin Luther	مارتن لوثر
D2672	Thomas Scott (commentator)	توماس سكوت
D2673	Jonas Brothers	جوناس برذرز
D2674	List of Harry Potter cast members	قائمة ممثلين هاري بوتر
D2675	Wellness (alternative medicine)	none
D2676	Twelve-step program	none
D2677	Witness impeachment	none
D2678	Party leaders of the United States House of Representatives	none
D2679	Western Front (World War I)	الجبهة الغربية (الحرب العالمية الأولى)
D2680	List of recurring characters in The Suite Life of Zack & Cody	none
D2681	First Lady of the United States	السيدة الأولى للولايات المتحدة
D2682	Septic shock	صدمة إنتانية
D2683	K-os	none
D2684	Uniform Commercial Code	none
D2685	Doctor of the Church	ملفان
D2686	Chemical reaction	تفاعل كيميائي
D2687	Multi-pitch climbing	none
D2688	Wayne Route 23 Transit Center	none
D2689	Mammoth Cave National Park	كهف الماموث
D2690	Moons of Saturn	أقمار زحل
D2691	At sign	@
D2692	Bad Girls Club	none
D2693	Iowa Senate	none
D2694	maintenance, repair, and operations	none
D2695	Soulja Boy	سولجا بوي تل إم
D2696	Electron transport chain	سلسلة نقل الإلكترون
D2697	Tramadol	ترامادول
D2698	IBRIX Fusion	none
D2699	Bilirubin	بيليروبين
D2700	Bernard Madoff	برنارد مادوف
D2701	Quasi-judicial body	none
D2702	Guro District, Seoul	none
D2703	Cannon	مدفع
D2704	Wonton	وونتون
D2705	Invention of radio	اختراع المذياع
D2706	Scurvy	عوز فيتامين سي
D2707	Iron	حديد
D2708	Blue Cross Blue Shield Association	none
D2709	Potato chip	رقائق مقلية
D2710	Creedence Clearwater Revival	كريدينس كليرووتر رفايفل
D2711	Henry Clay	هنري كلاي
D2712	OpenID	الهوية المفتوحة
D2713	BJ's Wholesale Club	none
D2714	Atherosclerosis	تصلب عصيدي
D2715	Triangular Trade	none
D2716	USS John F. Kennedy (CV-67)	يو إس إس جون كينيدي (CV-67)
D2717	Wizard of Oz (character)	none
D2718	Kristinia Debarge	none
D2719	Hawaii Warriors football	none
D2720	Mister Rogers' Neighborhood	حي السيد روجرز
D2721	Dental braces	مشبك أسنان
D2722	Snakehead (fish)	شنات
D2723	Mrs. Claus	السيدة كلوز
D2724	Jamie Lee Curtis	جيمي لي كرتيس
D2725	Hijackthis	none
D2726	Saddle Creek Records	none
D2727	List of Full House episodes	none
D2728	Stamp Act 1765	قانون الطابع
D2729	South Korean won	وون كوري جنوبي
D2730	United States customary units	وحدات قياس عرفية أمريكية
D2731	Emilio Estevez	إميليو إستيفيز
D2732	Three-phase electric power	تيار ثلاثي الأطوار
D2733	PT boat	none
D2734	Good Friday	جمعة الآلام
D2735	List of National Basketball Association season scoring leaders	none
D2736	Rebecca (novel)	ريبيكا (رواية)
D2737	Direct Marketing	none
D2738	Raster	none
D2739	Beowulf (hero)	none
D2740	Milton-Freewater, Oregon	ميلتون فريوتر
D2741	Baculum	عظمة القضيب
D2742	U.S. Route 85	none
D2743	Magic Kingdom	مملكة السحر
D2744	Confederate States of America	الولايات الكونفدرالية الأمريكية
D2745	Kanji	كانجي
D2746	Fruit cake	none
D2747	Biltmore Estate	none
D2748	John R. Williams	none
D2749	Compass	بوصلة
D2750	Inca Empire	إنكا
D2751	Eliot Spitzer prostitution scandal	none
D2752	Kidney	كلية
D2753	Camp Edwards	none
D2754	Feb-09	9 فبراير
D2755	Lockton Companies	none
D2756	White chocolate	شوكولاتة بيضاء
D2757	Don Blankenship	none
D2758	Bow Wow	none
D2759	Psych	سايك (مسلسل)
D2760	Negligence	إهمال
D2761	Melanocytic nevus	شامة
D2762	vaccine	none
D2763	Chris Cornell	كريس كورنيل
D2764	Comprehensive metabolic panel	none
D2765	Natural gas	غاز طبيعي
D2766	Preciosa (corporation)	none
D2767	Imagination Movers	none
D2768	Global Warming	none
D2769	Chupacabra	تشوباكابرا
D2770	Thermal comfort	ارتياح حراري
D2771	Dante Alighieri	دانتي أليغييري
D2772	Sumitomo Rubber Industries	none
D2773	Microsoft Visual Studio Express	فيجوال ستوديو اكسبريس
D2774	Alps	الألب
D2775	Animal trapping	none
D2776	Mary Matalin	none
D2777	Lois Griffin	none
D2778	Basque language	لغة بشكنشية
D2779	First Bank of the United States	none
D2780	Brisket	none
D2781	ARM architecture	إيه.آر.إم (معالج)
D2782	James Marsters	جيمس مارسترز
D2783	June bug	none
D2784	Beyoncé Knowles	none
D2785	Saint Lucia	سانت لوسيا
D2786	Angry All the Time	none
D2787	Dear John (2010 film)	عزيزي جون (فيلم)
D2788	List of the busiest airports in the United States	none
D2789	Dora the Explorer	مغامرات دورا
D2790	Santa Fe, New Mexico	سانتا فيه (نيومكسيكو)
D2791	Sons of Liberty	أبناء الحرية
D2792	Osaka	أوساكا
D2793	The Little Mermaid (1989 film)	حورية البحر (فيلم 1989)
D2794	Purple drank	none
D2795	Given name	اسم شخصي (صفة)
D2796	Hydrochloric acid	حمض الهيدروكلوريك
D2797	Wheat	قمح
D2798	Publication	none
D2799	Melissa & Joey	none
D2800	Noble Eightfold Path	الطريق النبيل الثماني
D2801	Grammy Award for Song of the Year	none
D2802	Economics	اقتصاد (علم)
D2803	List of Schedule IV drugs (US)	none
D2804	Lapse rate	معدل السقوط
D2805	Blue Mountain State	none
D2806	Apple Inc.	أبل
D2807	Section 8 (housing)	none
D2808	Category:Types of restaurants	تصنيف:أنواع من المطاعم
D2809	Mare	none
D2810	History of the United States dollar	none
